defects,arearatio,distance,label
3,83.31107578166402,51.130976602772094,rockon
3,78.56069388981923,53.995307454606575,rockon
3,69.97431946584489,74.40351782721083,rockon
5,89.02205816952771,162.84331783913024,rockon
3,77.92908183901847,51.67535182348362,rockon
2,79.70428381906108,61.78874331727966,rockon
3,92.6771740328447,50.50559181103271,rockon
2,91.18236909796398,44.16779166562371,rockon
4,87.19883028543578,144.36492609270704,rockon
3,91.25938071514157,52.916776686310676,rockon
2,71.42127102880154,58.008964669179356,rockon
2,73.43540046418828,57.13236242488146,rockon
2,67.07381837493361,53.9091520217999,rockon
3,67.32493572153922,69.7946035262708,rockon
1,70.9491651820856,0,rockon
2,65.656175829265,54.97713150440511,rockon
14,88.33783402523075,265.5969034547062,rockon
3,79.08504285851873,52.104886135127586,rockon
2,81.04788369376989,56.55226623640659,rockon
3,83.39455127575573,76.97538523721212,rockon
4,79.13899745759497,66.22994660358002,rockon
4,70.85717331817051,63.808851997962414,rockon
4,70.77626392613524,100.99952151217711,rockon
2,64.50750629409754,59.58776927517096,rockon
3,78.05663105845035,85.14015071882912,rockon
3,74.86225179332571,50.274322602781,rockon
5,79.27173469008801,105.88249480073375,rockon
3,61.62907596817904,53.40319989286461,rockon
4,46.465328615035524,139.32479054304767,rockon
3,49.35109289617486,49.396835936059915,rockon
4,51.41495018641893,100.98811748490111,rockon
4,46.91089476616177,112.86346305237281,rockon
4,46.803751414865516,114.0039222651618,rockon
3,48.778195488721806,47.5197627984592,rockon
3,52.903677004599615,49.92424919359787,rockon
3,57.181084400772065,88.981875294801,rockon
3,71.78506504237788,56.62085420031201,rockon
3,68.70456047587574,53.69194942295354,rockon
3,66.13300198332098,51.23077438980202,rockon
3,63.782854335544094,178.35505606952248,rockon
3,59.119022869022864,114.53610604191994,rockon
3,61.575899290355906,156.2308739763525,rockon
3,66.48183711557706,180.26973346559407,rockon
3,66.84890103784696,57.55501454492972,rockon
3,72.45276962582538,60.148058784569585,rockon
3,67.3843163639082,54.470090597691886,rockon
3,55.22130235057773,99.8268205502661,rockon
3,56.96717222111355,49.37221606870111,rockon
3,54.52596752021249,52.418429563841585,rockon
4,48.314716355299744,117.23970602043805,rockon
3,46.099278942448926,69.54175260168209,rockon
3,72.38657944714075,66.2097708290431,rockon
1,47.13617675673979,0,shaka
1,48.569266749208964,0,shaka
3,38.041604605626496,157.91261435105613,shaka
3,38.72752805083214,161.053867247342,shaka
1,73.02632434189145,0,shaka
3,48.56709507463878,342.26959527442455,shaka
1,45.720864328728304,0,shaka
1,60.774572347992994,0,shaka
1,60.51240789828996,0,shaka
1,44.51033984838327,0,shaka
3,42.24295917659762,348.1657825931775,shaka
2,44.27604022242006,458.3939353874522,shaka
1,38.756541944450476,0,shaka
1,35.665286369986035,0,shaka
1,47.497871185102,0,shaka
1,44.44263275177999,0,shaka
1,40.30622138659607,0,shaka
1,48.22128371951451,0,shaka
1,37.201662095222495,0,shaka
3,32.96073051144798,312.6232356163018,shaka
1,42.25938514363562,0,shaka
2,34.832342325062335,117.7250620095671,shaka
1,44.192163051244,0,shaka
1,50.664206642066425,0,shaka
1,36.36707782579892,0,shaka
1,60.10931259196973,0,shaka
1,64.2236344558611,0,shaka
2,75.31522004392744,234.75945135392521,shaka
1,70.14472361809045,0,shaka
2,72.15155823694424,268.3281572999762,shaka
2,71.88514357053683,331.8324878609753,shaka
1,72.09827952380024,0,shaka
12,73.76749379174929,271.70924451796895,shaka
1,71.08634204037448,0,shaka
2,36.03201654443444,40.87908496416435,shaka
2,63.31116808203814,307.591449816139,shaka
1,57.404363267376965,0,shaka
1,62.58229320263339,0,shaka
3,63.953957567906215,246.74946846632562,shaka
1,56.89899796045047,0,shaka
1,54.16318699921002,0,shaka
2,52.03364156360924,210.71782079357826,shaka
1,48.55943077102531,0,shaka
1,47.10896330653974,0,shaka
1,53.70792628077735,0,shaka
1,46.70926808536474,0,shaka
1,59.234947465553766,0,shaka
16,67.54380416218609,253.21267034499323,shaka
1,62.19021529769293,0,shaka
1,58.89664195377235,0,shaka
2,61.40855586788475,241.6415064657961,shaka
2,70.33781386731837,318.1298754393551,shaka
1,75.34917177852817,0,shaka
1,75.91669910471,0,shaka
1,75.07882751372182,0,shaka
1,76.38139855822483,0,shaka
1,51.69143563097271,0,shaka
1,75.88475078747452,0,shaka
1,70.76555392799322,0,shaka
1,53.43865424763128,0,shaka
2,50.26259296174192,229.10259710444492,shaka
1,48.76943262693332,0,shaka
12,52.8489819833016,234.48420972644965,shaka
1,48.228783864626955,0,shaka
1,50.051969539486244,0,shaka
1,41.335138512809834,0,shaka
1,43.92011982026959,0,shaka
2,46.872541306058224,195.8795548289802,shaka
1,42.71648147757701,0,shaka
1,47.203890983887554,0,shaka
1,47.81012268589772,0,shaka
1,51.820123859050994,0,shaka
1,55.521098682024586,0,shaka
1,53.67307981039401,0,shaka
1,56.24273135072271,0,shaka
1,51.92461333606473,0,shaka
1,52.289606586597635,0,shaka
1,58.85902251980458,0,shaka
1,48.99685762629925,0,shaka
1,55.756424357564235,0,shaka
2,55.20302320546382,255.35896303048187,shaka
1,50.68713153079894,0,shaka
1,52.36209634727369,0,shaka
2,52.308446599297255,195.8795548289825,shaka
1,43.358359803638464,0,thumbsup
1,36.40493082084042,0,thumbsup
1,24.950814511686474,0,thumbsup
2,28.088057517337916,190.99999999999773,thumbsup
2,21.746461909063537,78.1760536602315,thumbsup
2,28.72021126536499,370.52395334177237,thumbsup
1,26.64948716640302,0,thumbsup
2,35.63346904052986,331.6330803764913,thumbsup
1,21.393734270589256,0,thumbsup
1,25.51763218691426,0,thumbsup
3,35.54303927779537,175.23275766010937,thumbsup
2,24.84832112022873,73.61291978965272,thumbsup
1,33.7900434590262,0,thumbsup
2,33.85489988612215,75.60947676657244,thumbsup
2,32.81157264159155,83.22397195638237,thumbsup
2,39.01646599676112,265.64487572696333,thumbsup
14,28.691714034844495,331.28567291147436,thumbsup
1,33.29614099921825,0,thumbsup
1,39.12220786413144,0,thumbsup
2,48.58623731804146,166.87720036002221,thumbsup
1,52.73630696326287,0,thumbsup
1,48.682692751349606,0,thumbsup
1,51.52418895845191,0,thumbsup
1,35.5861114127484,0,thumbsup
1,56.72255686415535,0,thumbsup
1,54.305267172337814,0,thumbsup
1,59.140212748136356,0,thumbsup
1,53.60801507949516,0,thumbsup
1,50.72511877839789,0,thumbsup
1,50.99116863501919,0,thumbsup
1,54.36403905261255,0,thumbsup
1,36.358677653750995,0,thumbsup
1,35.09256854524543,0,thumbsup
1,35.5737794743475,0,thumbsup
3,37.57685783949963,172.3548346584672,thumbsup
2,35.44069304952689,255.00000000000938,thumbsup
1,36.250136101331975,0,thumbsup
2,33.28381450126184,166.17009357883984,thumbsup
1,38.21309880102088,0,thumbsup
1,42.74930774191101,0,thumbsup
1,46.53400435780259,0,thumbsup
1,49.936989860214425,0,thumbsup
1,47.75030925170319,0,thumbsup
1,48.55841331733654,0,thumbsup
1,46.25933544597024,0,thumbsup
1,50.814584949573316,0,thumbsup
1,48.282002362133184,0,thumbsup
1,47.626616969962726,0,thumbsup
1,46.82725888779439,0,thumbsup
1,42.20558322227678,0,thumbsup
1,41.23613370127378,0,thumbsup
1,39.17866326319939,0,thumbsup
1,41.12388731016053,0,thumbsup
1,28.18245918533384,0,thumbsup
1,33.464613352828806,0,thumbsup
2,34.83583750695603,217.081781824272,thumbsup
1,25.59337171959029,0,thumbsup
